dti,total_loans,defaulted_loans,default_rate
98.7,1,0,0.0
98.71,1,0,0.0
98.76,1,0,0.0
98.79,1,0,0.0
98.8,4,0,0.0
98.87,1,0,0.0
98.9,1,0,0.0
98.92,2,0,0.0
98.94,1,0,0.0
98.96,2,0,0.0
98.97,1,0,0.0
98.98,1,0,0.0
99.0,1,0,0.0
99.01,1,0,0.0
99.03,1,0,0.0
99.04,3,0,0.0
99.07,1,0,0.0
99.08,1,0,0.0
99.09,1,0,0.0
99.12,1,0,0.0
99.14,1,0,0.0
99.15,1,0,0.0
99.18,1,0,0.0
99.22,1,0,0.0
99.26,1,0,0.0
99.27,1,0,0.0
99.28,1,0,0.0
99.34,1,0,0.0
99.4,1,0,0.0
99.43,1,0,0.0
99.45,1,0,0.0
99.46,1,0,0.0
99.48,1,0,0.0
99.51,1,0,0.0
99.52,1,0,0.0
99.57,1,0,0.0
99.59,1,0,0.0
99.6,2,0,0.0
99.61,1,0,0.0
99.64,1,0,0.0
99.66,2,0,0.0
99.7,1,0,0.0
99.71,1,0,0.0
99.72,1,0,0.0
99.73,2,0,0.0
99.74,2,0,0.0
99.76,3,0,0.0
99.8,1,0,0.0
99.86,1,0,0.0
99.9,1,1,100.0
99.92,2,0,0.0
100.0,6,0,0.0
100.04,1,0,0.0
100.08,1,0,0.0
100.09,2,0,0.0
100.14,2,0,0.0
100.15,2,0,0.0
100.16,2,0,0.0
100.17,1,0,0.0
100.18,1,0,0.0
100.22,1,0,0.0
100.23,1,0,0.0
100.24,3,0,0.0
100.26,1,0,0.0
100.3,1,0,0.0
100.33,2,0,0.0
100.35,1,0,0.0
100.38,1,0,0.0
100.4,3,0,0.0
100.41,1,0,0.0
100.42,1,0,0.0
100.45,1,0,0.0
100.47,1,0,0.0
100.48,1,0,0.0
100.5,1,0,0.0
100.53,1,0,0.0
100.55,1,0,0.0
100.58,1,0,0.0
100.6,5,1,20.0
100.68,1,0,0.0
100.69,1,1,100.0
100.72,1,0,0.0
100.76,1,0,0.0
100.78,1,0,0.0
100.8,2,0,0.0
100.84,2,0,0.0
100.86,1,0,0.0
100.88,1,0,0.0
100.9,3,0,0.0
100.95,1,0,0.0
100.96,1,0,0.0
100.99,1,0,0.0
101.0,1,0,0.0
101.03,1,0,0.0
101.04,1,0,0.0
101.05,1,0,0.0
101.1,2,0,0.0
101.13,1,0,0.0
101.14,1,0,0.0
101.16,2,0,0.0
101.2,4,0,0.0
101.27,1,0,0.0
101.28,2,0,0.0
101.29,1,0,0.0
101.32,2,0,0.0
101.33,5,0,0.0
101.36,1,0,0.0
101.38,1,0,0.0
101.39,1,0,0.0
101.44,1,0,0.0
101.45,1,0,0.0
101.46,2,0,0.0
101.5,3,0,0.0
101.55,1,0,0.0
101.56,1,0,0.0
101.58,2,0,0.0
101.6,1,0,0.0
101.63,2,0,0.0
101.69,1,0,0.0
101.7,1,0,0.0
101.84,3,0,0.0
101.87,1,0,0.0
101.92,1,0,0.0
101.94,1,0,0.0
101.97,2,0,0.0
102.0,1,0,0.0
102.06,1,1,100.0
102.1,1,0,0.0
102.16,1,0,0.0
102.24,1,0,0.0
102.26,1,0,0.0
102.28,2,0,0.0
102.3,2,0,0.0
102.34,2,0,0.0
102.36,1,0,0.0
102.4,4,0,0.0
102.43,1,0,0.0
102.45,3,0,0.0
102.47,1,0,0.0
102.49,1,0,0.0
102.52,1,0,0.0
102.54,2,1,50.0
102.57,1,0,0.0
102.61,1,0,0.0
102.64,1,0,0.0
102.73,2,1,50.0
102.81,1,0,0.0
102.86,1,1,100.0
102.88,1,0,0.0
102.9,2,0,0.0
102.93,1,0,0.0
102.94,1,0,0.0
103.04,2,0,0.0
103.05,1,0,0.0
103.07,1,0,0.0
103.08,1,1,100.0
103.09,1,0,0.0
103.11,3,0,0.0
103.12,1,0,0.0
103.13,1,0,0.0
103.23,2,0,0.0
103.36,1,0,0.0
103.37,1,0,0.0
103.39,1,0,0.0
103.43,1,0,0.0
103.46,1,0,0.0
103.52,3,0,0.0
103.55,1,0,0.0
103.57,1,0,0.0
103.64,1,0,0.0
103.69,2,1,50.0
103.72,3,0,0.0
103.74,1,0,0.0
103.75,1,0,0.0
103.76,1,0,0.0
103.77,1,0,0.0
103.79,1,1,100.0
103.84,1,0,0.0
103.86,1,0,0.0
103.87,1,0,0.0
103.9,1,0,0.0
103.98,2,0,0.0
104.0,3,1,33.33
104.02,1,0,0.0
104.05,1,0,0.0
104.06,1,0,0.0
104.08,1,0,0.0
104.14,1,0,0.0
104.15,1,0,0.0
104.18,1,0,0.0
104.2,1,0,0.0
104.24,2,0,0.0
104.26,1,0,0.0
104.28,1,0,0.0
104.3,1,0,0.0
104.39,1,0,0.0
104.48,1,0,0.0
104.53,1,0,0.0
104.54,1,0,0.0
104.55,1,0,0.0
104.56,1,0,0.0
104.58,1,0,0.0
104.62,1,0,0.0
104.68,1,0,0.0
104.71,1,0,0.0
104.77,1,0,0.0
104.8,2,1,50.0
104.81,1,0,0.0
104.84,1,0,0.0
104.87,1,0,0.0
104.92,1,0,0.0
104.95,1,0,0.0
104.96,1,0,0.0
104.98,1,0,0.0
104.99,1,0,0.0
105.04,1,0,0.0
105.05,2,0,0.0
105.06,1,0,0.0
105.08,1,0,0.0
105.13,1,0,0.0
105.16,1,1,100.0
105.18,2,0,0.0
105.19,1,0,0.0
105.2,1,0,0.0
105.25,1,0,0.0
105.26,1,0,0.0
105.27,1,0,0.0
105.28,2,0,0.0
105.29,1,0,0.0
105.31,1,0,0.0
105.33,1,0,0.0
105.36,1,0,0.0
105.38,2,1,50.0
105.4,1,0,0.0
105.43,1,0,0.0
105.44,2,0,0.0
105.45,1,0,0.0
105.46,1,0,0.0
105.47,1,0,0.0
105.5,2,0,0.0
105.51,1,0,0.0
105.55,1,0,0.0
105.56,1,0,0.0
105.58,1,0,0.0
105.6,1,1,100.0
105.65,1,0,0.0
105.67,1,0,0.0
105.69,1,0,0.0
105.7,1,0,0.0
105.76,3,0,0.0
105.79,2,0,0.0
105.86,1,0,0.0
105.88,3,0,0.0
105.89,1,0,0.0
105.9,1,0,0.0
105.92,2,0,0.0
105.95,1,0,0.0
105.96,2,0,0.0
105.97,1,0,0.0
106.0,2,1,50.0
106.03,1,1,100.0
106.09,2,0,0.0
106.11,1,0,0.0
106.15,1,0,0.0
106.19,1,0,0.0
106.27,1,0,0.0
106.35,1,0,0.0
106.36,1,0,0.0
106.38,1,0,0.0
106.39,1,0,0.0
106.44,1,0,0.0
106.48,2,0,0.0
106.5,1,0,0.0
106.53,1,0,0.0
106.54,1,0,0.0
106.57,1,0,0.0
106.63,1,0,0.0
106.66,1,0,0.0
106.7,1,0,0.0
106.74,1,0,0.0
106.79,1,0,0.0
106.81,1,0,0.0
106.83,1,0,0.0
106.85,1,0,0.0
106.88,3,1,33.33
106.89,1,0,0.0
106.92,1,0,0.0
106.96,1,0,0.0
107.01,1,0,0.0
107.19,1,0,0.0
107.2,1,0,0.0
107.21,3,0,0.0
107.22,1,0,0.0
107.23,1,0,0.0
107.28,2,0,0.0
107.3,1,0,0.0
107.31,1,0,0.0
107.35,2,0,0.0
107.36,1,0,0.0
107.41,2,0,0.0
107.42,1,0,0.0
107.44,2,0,0.0
107.5,2,0,0.0
107.55,2,0,0.0
107.56,1,0,0.0
107.6,3,0,0.0
107.66,1,0,0.0
107.68,1,0,0.0
107.75,1,0,0.0
107.76,1,0,0.0
107.8,2,0,0.0
107.84,2,1,50.0
107.9,1,0,0.0
107.93,1,0,0.0
107.94,1,0,0.0
107.96,1,0,0.0
108.0,4,0,0.0
108.02,1,0,0.0
108.03,1,0,0.0
108.04,1,0,0.0
108.1,1,0,0.0
108.13,1,0,0.0
108.14,1,1,100.0
108.15,1,0,0.0
108.16,1,0,0.0
108.17,1,0,0.0
108.22,1,0,0.0
108.23,1,0,0.0
108.25,1,0,0.0
108.26,1,0,0.0
108.27,1,0,0.0
108.3,2,0,0.0
108.33,2,0,0.0
108.34,1,0,0.0
108.35,1,0,0.0
108.4,1,0,0.0
108.41,1,0,0.0
108.45,1,0,0.0
108.48,2,0,0.0
108.54,1,0,0.0
108.55,1,1,100.0
108.58,1,0,0.0
108.63,1,0,0.0
108.67,2,1,50.0
108.68,1,0,0.0
108.69,1,0,0.0
108.71,1,1,100.0
108.72,1,0,0.0
108.79,1,0,0.0
108.8,1,0,0.0
108.82,1,0,0.0
108.84,1,0,0.0
108.87,1,0,0.0
108.88,1,0,0.0
108.96,1,0,0.0
109.0,3,0,0.0
109.17,1,0,0.0
109.21,1,0,0.0
109.22,1,0,0.0
109.23,1,0,0.0
109.31,1,0,0.0
109.38,1,0,0.0
109.4,1,0,0.0
109.45,2,0,0.0
109.48,1,0,0.0
109.61,1,0,0.0
109.65,1,0,0.0
109.67,1,0,0.0
109.68,1,0,0.0
109.76,1,1,100.0
109.79,1,0,0.0
109.84,1,0,0.0
109.85,1,0,0.0
109.86,2,0,0.0
109.9,2,0,0.0
109.92,2,0,0.0
109.93,1,0,0.0
109.96,1,0,0.0
109.99,1,0,0.0
110.0,1,0,0.0
110.02,1,0,0.0
110.06,1,0,0.0
110.1,2,0,0.0
110.14,1,0,0.0
110.19,1,0,0.0
110.2,1,0,0.0
110.24,1,0,0.0
110.25,1,0,0.0
110.27,2,0,0.0
110.37,1,0,0.0
110.44,2,0,0.0
110.46,2,0,0.0
110.47,1,0,0.0
110.49,1,0,0.0
110.5,2,1,50.0
110.52,1,0,0.0
110.53,1,0,0.0
110.56,3,0,0.0
110.64,2,0,0.0
110.68,1,0,0.0
110.74,1,0,0.0
110.75,1,1,100.0
110.8,1,0,0.0
110.9,2,0,0.0
110.93,1,0,0.0
111.0,2,0,0.0
111.02,1,0,0.0
111.04,1,0,0.0
111.05,1,0,0.0
111.09,1,0,0.0
111.1,2,0,0.0
111.15,3,0,0.0
111.2,2,0,0.0
111.28,1,0,0.0
111.3,1,0,0.0
111.37,1,0,0.0
111.4,1,0,0.0
111.41,2,0,0.0
111.5,1,0,0.0
111.52,1,1,100.0
111.54,1,0,0.0
111.55,1,0,0.0
111.57,2,0,0.0
111.59,1,0,0.0
111.69,1,1,100.0
111.76,1,0,0.0
111.8,1,0,0.0
111.81,1,0,0.0
111.83,1,0,0.0
111.87,1,0,0.0
111.88,1,0,0.0
111.9,1,0,0.0
112.0,2,1,50.0
112.1,1,0,0.0
112.11,1,0,0.0
112.19,1,0,0.0
112.2,1,1,100.0
112.29,2,0,0.0
112.32,1,0,0.0
112.33,1,0,0.0
112.39,1,0,0.0
112.4,1,0,0.0
112.44,1,0,0.0
112.45,1,0,0.0
112.49,2,0,0.0
112.5,3,0,0.0
112.59,1,0,0.0
112.6,1,0,0.0
112.62,1,0,0.0
112.64,1,0,0.0
112.66,1,0,0.0
112.67,1,0,0.0
112.72,1,0,0.0
112.79,1,0,0.0
112.8,1,0,0.0
112.87,1,0,0.0
112.93,1,1,100.0
112.98,2,0,0.0
113.04,1,0,0.0
113.11,1,0,0.0
113.21,2,0,0.0
113.3,1,1,100.0
113.31,1,0,0.0
113.33,1,0,0.0
113.35,1,0,0.0
113.47,1,0,0.0
113.48,1,0,0.0
113.5,1,1,100.0
113.54,1,0,0.0
113.6,2,0,0.0
113.65,1,0,0.0
113.67,1,0,0.0
113.69,1,0,0.0
113.7,1,0,0.0
113.73,1,0,0.0
113.75,2,0,0.0
113.8,1,0,0.0
113.82,1,0,0.0
113.9,1,0,0.0
114.0,1,0,0.0
114.08,1,0,0.0
114.18,1,0,0.0
114.2,1,0,0.0
114.23,1,0,0.0
114.27,1,0,0.0
114.29,1,0,0.0
114.3,1,0,0.0
114.32,1,0,0.0
114.33,1,0,0.0
114.4,2,0,0.0
114.44,1,0,0.0
114.52,1,0,0.0
114.6,1,0,0.0
114.65,1,0,0.0
114.67,2,0,0.0
114.71,1,0,0.0
114.76,1,0,0.0
114.88,1,0,0.0
114.89,1,0,0.0
114.9,2,1,50.0
115.0,1,0,0.0
115.01,1,0,0.0
115.1,1,0,0.0
115.12,1,0,0.0
115.13,1,0,0.0
115.18,1,0,0.0
115.31,1,0,0.0
115.35,1,0,0.0
115.41,1,0,0.0
115.44,1,0,0.0
115.49,1,0,0.0
115.53,1,0,0.0
115.58,1,0,0.0
115.66,1,0,0.0
115.67,1,0,0.0
115.7,1,0,0.0
115.71,1,0,0.0
115.73,1,0,0.0
115.75,1,0,0.0
115.76,1,0,0.0
115.8,1,0,0.0
115.82,1,0,0.0
115.85,1,0,0.0
116.05,1,0,0.0
116.12,1,0,0.0
116.13,1,0,0.0
116.17,1,0,0.0
116.21,1,0,0.0
116.22,1,0,0.0
116.3,2,0,0.0
116.31,1,0,0.0
116.32,1,0,0.0
116.33,1,0,0.0
116.37,2,0,0.0
116.4,1,0,0.0
116.6,1,0,0.0
116.61,2,0,0.0
116.67,1,0,0.0
116.7,1,0,0.0
116.71,1,0,0.0
116.73,1,0,0.0
116.8,3,0,0.0
116.82,1,0,0.0
116.96,1,0,0.0
116.98,1,0,0.0
116.99,1,0,0.0
117.03,1,0,0.0
117.07,1,0,0.0
117.14,1,0,0.0
117.16,1,0,0.0
117.17,1,0,0.0
117.2,2,0,0.0
117.25,1,0,0.0
117.29,1,0,0.0
117.3,1,0,0.0
117.34,1,0,0.0
117.44,1,0,0.0
117.46,1,0,0.0
117.47,1,0,0.0
117.53,1,1,100.0
117.55,1,0,0.0
117.57,1,0,0.0
117.58,1,0,0.0
117.6,4,1,25.0
117.62,1,0,0.0
117.67,1,1,100.0
117.69,1,0,0.0
117.71,2,0,0.0
117.73,1,0,0.0
117.76,1,1,100.0
117.77,1,0,0.0
117.87,1,0,0.0
117.9,1,0,0.0
117.91,1,0,0.0
117.98,1,0,0.0
118.0,2,0,0.0
118.01,1,0,0.0
118.06,1,0,0.0
118.15,1,0,0.0
118.2,1,0,0.0
118.22,1,0,0.0
118.27,1,0,0.0
118.3,1,0,0.0
118.4,1,0,0.0
118.48,2,0,0.0
118.49,2,0,0.0
118.52,1,0,0.0
118.58,1,0,0.0
118.59,1,0,0.0
118.61,1,0,0.0
118.67,1,0,0.0
118.73,1,0,0.0
118.79,1,0,0.0
118.8,1,0,0.0
118.97,2,0,0.0
119.05,1,0,0.0
119.09,1,0,0.0
119.2,2,1,50.0
119.22,1,0,0.0
119.27,2,0,0.0
119.28,1,0,0.0
119.34,1,0,0.0
119.48,2,0,0.0
119.5,1,0,0.0
119.51,1,0,0.0
119.52,1,0,0.0
119.59,1,0,0.0
119.62,1,0,0.0
119.63,1,0,0.0
119.68,1,0,0.0
119.78,1,0,0.0
119.8,1,0,0.0
119.81,2,0,0.0
119.87,1,0,0.0
120.05,1,0,0.0
120.22,1,0,0.0
120.24,1,0,0.0
120.26,1,0,0.0
120.32,1,0,0.0
120.37,1,0,0.0
120.39,1,0,0.0
120.43,2,0,0.0
120.45,1,0,0.0
120.46,1,0,0.0
120.47,1,0,0.0
120.48,1,0,0.0
120.53,2,0,0.0
120.55,1,0,0.0
120.57,1,0,0.0
120.59,1,0,0.0
120.6,1,0,0.0
120.63,1,0,0.0
120.64,1,0,0.0
120.66,1,0,0.0
120.67,1,0,0.0
120.72,2,0,0.0
120.8,1,0,0.0
120.87,1,0,0.0
120.88,1,0,0.0
120.89,2,0,0.0
120.9,1,0,0.0
121.01,1,0,0.0
121.08,1,0,0.0
121.14,1,0,0.0
121.2,2,0,0.0
121.25,1,0,0.0
121.27,1,0,0.0
121.35,1,0,0.0
121.36,1,0,0.0
121.4,1,0,0.0
121.44,1,0,0.0
121.53,1,0,0.0
121.61,1,0,0.0
121.68,1,0,0.0
121.73,1,0,0.0
121.76,1,0,0.0
121.78,1,0,0.0
121.84,1,0,0.0
121.85,1,0,0.0
121.88,1,0,0.0
121.9,1,0,0.0
121.94,1,0,0.0
121.95,1,1,100.0
122.1,1,0,0.0
122.27,1,0,0.0
122.36,1,0,0.0
122.41,1,0,0.0
122.42,1,0,0.0
122.46,1,0,0.0
122.5,2,0,0.0
122.51,1,0,0.0
122.52,1,0,0.0
122.53,2,0,0.0
122.57,1,0,0.0
122.6,1,0,0.0
122.67,3,0,0.0
122.69,1,0,0.0
122.71,1,0,0.0
122.72,1,0,0.0
122.73,1,0,0.0
122.75,1,0,0.0
122.84,1,0,0.0
122.86,1,0,0.0
122.9,1,0,0.0
122.93,1,1,100.0
122.94,1,0,0.0
122.96,1,0,0.0
123.0,3,0,0.0
123.02,1,0,0.0
123.04,2,0,0.0
123.08,1,0,0.0
123.16,1,0,0.0
123.17,1,0,0.0
123.2,1,0,0.0
123.28,1,0,0.0
123.3,1,0,0.0
123.4,1,0,0.0
123.47,1,0,0.0
123.48,1,0,0.0
123.61,1,0,0.0
123.76,1,0,0.0
123.9,1,0,0.0
124.0,1,0,0.0
124.01,1,0,0.0
124.03,1,0,0.0
124.04,2,0,0.0
124.06,1,0,0.0
124.13,1,0,0.0
124.36,1,1,100.0
124.38,1,0,0.0
124.41,1,0,0.0
124.58,1,0,0.0
124.64,2,0,0.0
124.67,2,0,0.0
124.7,1,0,0.0
124.71,1,0,0.0
124.75,2,1,50.0
124.85,2,0,0.0
124.88,1,0,0.0
124.91,2,0,0.0
125.05,2,0,0.0
125.11,2,0,0.0
125.14,1,0,0.0
125.18,1,0,0.0
125.25,2,0,0.0
125.31,1,0,0.0
125.38,1,0,0.0
125.54,1,0,0.0
125.57,1,0,0.0
125.6,2,0,0.0
125.72,1,0,0.0
125.73,1,0,0.0
125.79,1,0,0.0
125.82,1,0,0.0
125.84,1,0,0.0
125.87,1,0,0.0
125.93,1,0,0.0
125.95,1,0,0.0
126.05,1,0,0.0
126.12,1,0,0.0
126.23,1,0,0.0
126.28,2,0,0.0
126.3,1,0,0.0
126.33,1,0,0.0
126.35,1,1,100.0
126.38,1,1,100.0
126.4,2,0,0.0
126.41,1,0,0.0
126.56,1,0,0.0
126.57,1,0,0.0
126.58,1,0,0.0
126.59,2,0,0.0
126.61,1,1,100.0
126.8,1,0,0.0
126.88,1,0,0.0
126.95,2,0,0.0
127.03,1,0,0.0
127.06,1,0,0.0
127.13,1,0,0.0
127.15,1,0,0.0
127.28,1,0,0.0
127.3,1,0,0.0
127.32,1,0,0.0
127.33,1,0,0.0
127.44,1,0,0.0
127.49,2,0,0.0
127.51,1,0,0.0
127.59,1,1,100.0
127.6,2,0,0.0
127.73,1,0,0.0
127.76,1,0,0.0
127.97,1,0,0.0
128.01,1,0,0.0
128.04,1,0,0.0
128.09,1,0,0.0
128.1,1,0,0.0
128.2,1,0,0.0
128.21,1,0,0.0
128.22,1,0,0.0
128.28,1,0,0.0
128.31,1,0,0.0
128.33,1,0,0.0
128.34,1,0,0.0
128.45,1,0,0.0
128.48,2,0,0.0
128.61,2,0,0.0
128.65,1,0,0.0
128.73,1,0,0.0
128.81,1,0,0.0
128.82,1,0,0.0
128.86,1,0,0.0
128.87,2,0,0.0
128.88,2,0,0.0
128.9,1,0,0.0
129.04,1,0,0.0
129.11,1,0,0.0
129.14,2,0,0.0
129.18,1,0,0.0
129.19,1,0,0.0
129.2,1,0,0.0
129.25,1,0,0.0
129.3,1,0,0.0
129.44,1,0,0.0
129.48,1,0,0.0
129.51,1,0,0.0
129.59,2,0,0.0
129.61,1,0,0.0
129.73,1,0,0.0
129.77,1,0,0.0
129.8,2,0,0.0
129.81,1,0,0.0
129.85,1,0,0.0
129.86,1,0,0.0
129.89,1,0,0.0
129.91,1,0,0.0
130.07,1,0,0.0
130.08,1,0,0.0
130.09,1,0,0.0
130.13,1,0,0.0
130.15,1,0,0.0
130.16,1,0,0.0
130.17,1,0,0.0
130.19,1,0,0.0
130.27,1,0,0.0
130.32,2,0,0.0
130.47,1,0,0.0
130.49,1,0,0.0
130.53,1,0,0.0
130.6,1,0,0.0
130.61,1,0,0.0
130.79,1,0,0.0
130.97,1,0,0.0
131.0,3,1,33.33
131.07,2,0,0.0
131.1,1,0,0.0
131.15,1,0,0.0
131.21,1,0,0.0
131.24,1,0,0.0
131.33,1,0,0.0
131.35,1,1,100.0
131.43,1,0,0.0
131.44,2,0,0.0
131.45,1,0,0.0
131.46,1,0,0.0
131.57,1,0,0.0
131.58,1,0,0.0
131.63,1,0,0.0
131.71,1,1,100.0
131.79,1,0,0.0
131.81,1,1,100.0
131.82,1,1,100.0
131.88,1,0,0.0
131.94,1,0,0.0
132.0,1,0,0.0
132.05,1,0,0.0
132.06,1,0,0.0
132.13,1,1,100.0
132.15,2,1,50.0
132.21,1,0,0.0
132.29,2,0,0.0
132.38,1,0,0.0
132.4,1,0,0.0
132.41,2,0,0.0
132.5,3,0,0.0
132.53,1,0,0.0
132.6,1,0,0.0
132.73,1,1,100.0
132.83,1,0,0.0
132.89,1,0,0.0
132.9,1,0,0.0
132.97,1,0,0.0
132.98,2,0,0.0
133.0,1,0,0.0
133.1,1,0,0.0
133.25,1,0,0.0
133.37,1,0,0.0
133.49,1,0,0.0
133.52,1,0,0.0
133.53,1,0,0.0
133.6,1,0,0.0
133.73,2,0,0.0
133.74,1,0,0.0
133.8,1,0,0.0
133.86,1,0,0.0
133.91,1,0,0.0
134.12,1,0,0.0
134.15,1,0,0.0
134.24,1,0,0.0
134.39,1,0,0.0
134.46,1,0,0.0
134.53,2,0,0.0
134.58,1,0,0.0
134.6,1,0,0.0
134.64,1,0,0.0
134.65,1,0,0.0
134.7,1,0,0.0
134.81,2,0,0.0
135.04,1,0,0.0
135.17,1,0,0.0
135.27,1,0,0.0
135.28,1,0,0.0
135.29,1,0,0.0
135.33,1,0,0.0
135.36,1,0,0.0
135.4,1,0,0.0
135.48,1,0,0.0
135.5,1,0,0.0
135.58,1,0,0.0
135.64,1,0,0.0
135.68,1,0,0.0
135.73,1,0,0.0
135.76,1,0,0.0
135.8,1,0,0.0
135.85,2,0,0.0
135.9,1,0,0.0
136.0,1,0,0.0
136.14,2,0,0.0
136.2,2,1,50.0
136.35,1,0,0.0
136.37,1,1,100.0
136.44,1,1,100.0
136.48,1,0,0.0
136.54,1,0,0.0
136.56,1,0,0.0
136.6,1,1,100.0
136.67,1,0,0.0
136.69,1,0,0.0
136.73,1,1,100.0
136.78,1,0,0.0
136.85,1,0,0.0
136.92,1,0,0.0
136.93,1,0,0.0
136.97,1,0,0.0
137.0,1,0,0.0
137.09,1,0,0.0
137.22,2,0,0.0
137.28,1,0,0.0
137.29,1,0,0.0
137.33,1,0,0.0
137.4,1,0,0.0
137.48,1,0,0.0
137.49,1,0,0.0
137.5,2,0,0.0
137.52,1,0,0.0
137.58,1,0,0.0
137.7,1,0,0.0
137.92,1,1,100.0
137.97,1,0,0.0
138.03,1,0,0.0
138.06,1,0,0.0
138.08,1,0,0.0
138.24,2,0,0.0
138.3,1,0,0.0
138.35,1,0,0.0
138.4,1,1,100.0
138.46,1,0,0.0
138.5,1,1,100.0
138.55,1,0,0.0
138.66,1,1,100.0
138.72,1,1,100.0
138.76,1,0,0.0
138.8,1,0,0.0
138.86,1,0,0.0
138.93,1,0,0.0
139.02,1,0,0.0
139.04,1,0,0.0
139.23,1,0,0.0
139.26,1,0,0.0
139.27,1,0,0.0
139.35,1,0,0.0
139.38,1,0,0.0
139.42,1,0,0.0
139.44,1,0,0.0
139.47,1,0,0.0
139.49,1,0,0.0
139.53,1,0,0.0
139.74,1,0,0.0
139.87,1,0,0.0
139.88,1,0,0.0
139.9,1,0,0.0
139.94,1,0,0.0
140.0,1,0,0.0
140.14,1,0,0.0
140.22,1,0,0.0
140.26,1,0,0.0
140.39,1,0,0.0
140.42,1,0,0.0
140.5,1,0,0.0
140.52,1,0,0.0
140.59,1,0,0.0
140.66,1,0,0.0
140.73,1,0,0.0
140.74,1,0,0.0
140.9,1,0,0.0
141.0,1,0,0.0
141.04,1,0,0.0
141.07,1,0,0.0
141.12,1,0,0.0
141.19,1,0,0.0
141.28,1,0,0.0
141.3,1,0,0.0
141.52,1,0,0.0
141.54,1,0,0.0
141.59,1,0,0.0
141.67,1,0,0.0
141.82,1,0,0.0
141.94,1,0,0.0
142.08,2,0,0.0
142.14,1,0,0.0
142.16,1,0,0.0
142.3,1,0,0.0
142.31,1,0,0.0
142.32,1,0,0.0
142.62,1,0,0.0
142.64,1,0,0.0
142.8,3,0,0.0
142.86,1,0,0.0
142.88,1,0,0.0
142.89,1,0,0.0
143.03,1,0,0.0
143.04,1,1,100.0
143.22,1,0,0.0
143.3,2,0,0.0
143.36,1,0,0.0
143.4,2,0,0.0
143.5,1,0,0.0
143.58,1,0,0.0
143.62,1,1,100.0
143.72,1,0,0.0
143.8,1,0,0.0
144.24,1,0,0.0
144.27,1,0,0.0
144.3,2,0,0.0
144.35,1,0,0.0
144.37,1,0,0.0
144.5,1,1,100.0
144.66,1,1,100.0
144.74,1,0,0.0
144.77,2,0,0.0
144.9,1,0,0.0
144.91,1,0,0.0
144.94,1,0,0.0
145.0,1,0,0.0
145.09,1,0,0.0
145.17,2,0,0.0
145.18,1,0,0.0
145.2,3,0,0.0
145.26,1,0,0.0
145.38,1,0,0.0
145.5,1,0,0.0
145.55,1,0,0.0
145.65,1,0,0.0
145.7,1,0,0.0
145.98,1,0,0.0
146.0,1,0,0.0
146.04,1,0,0.0
146.07,2,0,0.0
146.13,1,0,0.0
146.14,1,0,0.0
146.16,1,0,0.0
146.2,1,0,0.0
146.26,1,0,0.0
146.33,1,0,0.0
146.34,1,0,0.0
146.36,1,0,0.0
146.39,1,0,0.0
146.42,1,0,0.0
146.5,1,0,0.0
146.54,1,0,0.0
146.55,1,0,0.0
146.58,1,0,0.0
146.66,2,0,0.0
146.72,1,0,0.0
146.79,1,0,0.0
146.8,2,0,0.0
147.06,1,0,0.0
147.1,1,0,0.0
147.15,1,0,0.0
147.16,1,0,0.0
147.27,1,0,0.0
147.36,1,0,0.0
147.4,1,0,0.0
147.42,1,0,0.0
147.48,1,0,0.0
147.49,1,1,100.0
147.5,1,0,0.0
147.53,1,0,0.0
147.54,1,0,0.0
147.65,1,0,0.0
147.73,1,0,0.0
147.78,2,0,0.0
147.9,1,1,100.0
147.93,1,0,0.0
148.04,1,0,0.0
148.2,2,0,0.0
148.38,1,0,0.0
148.43,1,0,0.0
148.47,1,0,0.0
148.8,1,0,0.0
148.86,1,0,0.0
148.91,1,0,0.0
148.96,1,0,0.0
148.98,1,0,0.0
149.03,1,0,0.0
149.08,1,0,0.0
149.1,2,0,0.0
149.14,1,0,0.0
149.33,1,0,0.0
149.4,1,0,0.0
149.46,2,2,100.0
149.65,1,0,0.0
149.68,1,0,0.0
149.92,1,0,0.0
150.0,1,0,0.0
150.05,1,1,100.0
150.06,1,0,0.0
150.1,1,0,0.0
150.24,1,0,0.0
150.37,1,0,0.0
150.47,1,0,0.0
150.48,1,0,0.0
150.5,1,0,0.0
150.6,1,0,0.0
150.66,1,0,0.0
150.8,2,0,0.0
150.9,3,0,0.0
151.0,2,0,0.0
151.02,1,0,0.0
151.04,1,0,0.0
151.06,1,0,0.0
151.2,2,0,0.0
151.26,1,0,0.0
151.31,1,0,0.0
151.35,1,0,0.0
151.37,1,0,0.0
151.39,1,0,0.0
151.74,1,0,0.0
152.1,1,0,0.0
152.15,1,0,0.0
152.29,1,0,0.0
152.33,1,0,0.0
152.4,3,0,0.0
152.53,2,0,0.0
152.8,1,0,0.0
152.92,2,0,0.0
153.03,1,0,0.0
153.26,1,0,0.0
153.35,1,0,0.0
153.39,1,0,0.0
153.42,1,0,0.0
153.64,1,0,0.0
153.76,1,0,0.0
153.86,1,0,0.0
153.97,1,0,0.0
154.1,1,0,0.0
154.13,1,0,0.0
154.2,1,0,0.0
154.33,1,0,0.0
154.38,1,0,0.0
154.4,1,0,0.0
154.52,1,0,0.0
154.56,1,0,0.0
154.71,1,0,0.0
154.8,1,0,0.0
